"Feb 07 13:10", 3.39 , 8.25 ,  1
"Feb 10 16:12", 2.65 , 4.84 ,  2
"Feb 08 10:32", 1.30 , 1.85 ,  8
"Jan 29 13:45", 1.30 , 2.60 ,  7
"Feb 07 08:17", 1.27 , 3.53 ,  4
"Feb 07 06:27", 0.94 , 4.10 ,  3
"Feb 08 08:28", 0.88 , 2.81 ,  6
"Feb 08 22:40", 0.75 , 1.05 ,  9
"Feb 07 03:00", 0.63 , 2.91 ,  5
"Feb 09 16:17", 0.63 , 0.51 , 11
"Jan 30 18:04", 0.56 , 0.45 , 13
"Feb 08 18:04", 0.52 , 0.39 , 14
"Feb 08 12:24", 0.52 , 0.49 , 12
"Feb 03 14:52", 0.43 , 0.85 , 10
